reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
986540ae-b124-48a0-90c8-4d189a44ce1c,Alif Rahman,https://play-lh.googleusercontent.com/a/ACg8ocKd7hekqzElXaU5pt_hJGoME978Xwk0myOnoPd7PkW8QgOm1A=mo,"PELAYANAN JELEK BGT, UDAH PESAN DAN BAYAR MASIH GA DI ANTAR JUGA. UDAH COMPLAIN HAMPIR MAU 24 JAM TAPI MASIH BELUM DITANGANI, NO RECOMEND HATI HATI GUYS",1,0,,2026-05-13 12:31:03,,,
c45f6af2-8730-4bbd-a510-0d0092d7658d,Muhammad Farhan,https://play-lh.googleusercontent.com/a-/ALV-UjV5mQzfwRuGnOX4gEPOB-Sl3wGI385mNG8DDt06eTXf3qTZHd7L,nombok terusss,1,0,2604200,2026-05-13 11:47:13,,,2604200
880086c4-99f0-40a4-a705-5d08f28931de,Iman Herlana,https://play-lh.googleusercontent.com/a-/ALV-UjW2r_AbcKNd2R_jscjxxu0DdnB5eVDJaDEQxNE3q-AfaF6b75yQ,"sudah berkali kali kena cancel order karena stok di toko sudah habis padahal di aplikasi masih ada. artinya tidak ada usaha disiplin dari store untuk update stok nya di aplikasi ini. pada akhirnya bukannya membantu, malah menyulitkan. tidak terlalu berguna pakai app ini",1,0,2604200,2026-05-13 09:32:49,,,2604200
cc4a2f8b-7218-4532-804f-1edbc1971f93,Goen So,https://play-lh.googleusercontent.com/a/ACg8ocLjSnqsDAXOhbA_MHL-2ylcP3b3dw54dNwMULZ-p6MdwPWyvQ=mo,"aplikasi sampah, suruh update terus padahal baru di update ini suruh update lagi. ganti nama aja jgn klik Indomaret tapi update Indomaret",1,0,,2026-05-13 09:26:06,,,
dd34fd41-f141-4845-9065-38f4ee457ab1,Yunan Hajar Sarah,https://play-lh.googleusercontent.com/a-/ALV-UjUfiRK0tjYfbDT4TmPdJrRxbImv6Y814lL0DDzKcZ7rvEhDHS04,sudah update yg terbaru malah nggak jelas aplikasinya. masak udh klik lupa pass trus udh dpt link direct nya pas di klik ndak bisa masuk ke aplikasi. balik ke kirim WA verifikasi. pliiis ini yg bikin aplikasi siapa sih tambah update kok tambah mundur bukannya tambah maju,1,0,2604200,2026-05-13 08:54:44,,,2604200
4cdfe33a-c5c1-413e-845c-a9db36921b0a,soraya lestari,https://play-lh.googleusercontent.com/a/ACg8ocJ-G5cVcOntuwW5jRJx06Z5r_oMejsETW_IXgGLJyevkuBplw=mo,"pertama kali pakai klik indomaret sangat buruk pesanan saya tidak d antar padahal grocery dengan jumlah nominal yg cukup besar, status dproses tapi tidak ada kejelasan tidak bisa dbatalkan juga, komplain tidak ada tanggapan yang jelas, aplikasi yg sangat buruk",1,0,,2026-05-13 08:43:03,,,
6bf7bcc7-bdb1-46ef-add3-472a6f6fa765,khairul umam,https://play-lh.googleusercontent.com/a-/ALV-UjVpWpLAoAz-AGjw__6V1hsAELrwjjxVcabJadhT6nlSVc22ZLdOew,"komplain tidak di tanggapi, pengiriman sudah 1 hari lebih belum dikirim",1,0,2604200,2026-05-13 08:11:13,,,2604200
40404a19-7777-49b2-88ef-ce3cac3d71e7,ARIE HENDRO WINARKO,https://play-lh.googleusercontent.com/a/ACg8ocKOSv6d7Y7VmCTXa_-Sdi70QNS-I0S8UJBLr0g8LEhhMrCndw=mo,"komplain tidak direspon, barang tidak dikirim",1,0,2604200,2026-05-13 06:29:40,,,2604200
830dc74a-418b-4681-8030-5d9e941b6876,ahmad sobirin313,https://play-lh.googleusercontent.com/a/ACg8ocIAp29cYg3cLwX5TxKEjH45sgNT5nDdl8D8FQIEAZqXPFPK8A=mo,ini apk nya masih masa percobaan apa gimana?,1,0,2604200,2026-05-13 05:51:37,,,2604200
c1a43e28-8549-49d1-aa64-b7e1a922b848,Gilana Ella,https://play-lh.googleusercontent.com/a/ACg8ocJLhylao7Moo9tJVH9EVbpKsWtCXP-246OfyxZDgM3buCm67I0=mo,"prosesnya lama bngt gak sesuai sama pilihan yang di pilih,telatnya bisa sampe 2 jam",1,0,,2026-05-13 04:50:29,,,
d141ab08-afca-4a60-b459-19365f30c746,Pratiwi Ami,https://play-lh.googleusercontent.com/a/ACg8ocIKi0X7hL8Ot6rpnfknGnszvXs5ZcUgwRXigncZ6sim-4zbAg=mo,barang tidak dikirim.. selalu diproses diaplikasi.. pengembalian dana nunggu 14hari.. hallo yg salah anda tp uang saya ditahan 14hari.. nominal jg 280rb lebih.. tlv ke cs 3x tp ga ada solusi... pdhl saya langganan tetap anda..,1,0,2604200,2026-05-13 02:23:19,,,2604200
c7209a3e-5836-4687-88f7-9f4d5af0ba54,Ayu Fidiani,https://play-lh.googleusercontent.com/a-/ALV-UjXvIR-1pNfqdsJsXswhIU1VIhOCiwuGoTvgvtTqlvCwOHxZh8K7,"PENGIRIMAN SELALU TELAT, TIDAK ONTIME AWALAN SAJA BAGUS",1,0,2604200,2026-05-12 21:37:39,,,2604200
cd000413-c687-43b5-99c4-313deb859e1b,Jessica Lipan,https://play-lh.googleusercontent.com/a-/ALV-UjWnk48Ekq6FgpPH7mfK1_QLI6B5mLMldEci6RklH6Ftae2EemQ,Pesan pake jasa Xpress Pengiriman 1jam setelah di bayar tapi di tunggu ini sampe udah lewat dari jam seharunya nggak dateng-dateng sampe udah berjam-jam di tunggu juga nggak dateng-dateng mana udah di bayar lagi rugi saya!,1,0,,2026-05-12 20:48:44,,,
243bfb76-62f1-4e61-b301-39e3e5f6066c,wawan kurniawan,https://play-lh.googleusercontent.com/a-/ALV-UjXnWjXFcckVKiEZNsZ8owKOgtaKewCXajeapQWbu42jtGlkBYU,"ngapain install ngga pernah di tanya punya Indomaret poin sama petugas Indomart nya , malah sy yang nyodorin 😆",1,0,,2026-05-12 20:45:19,,,
d9c23430-b661-4c7e-8896-2b2c74d9ac50,Santika Hz,https://play-lh.googleusercontent.com/a-/ALV-UjXCZRFXEk4ZPOP8WfrdTuDMptbdHIQqW5Z2Tfiat1UqxFYHP_A,"terlalu sering di update,pusing",1,0,2604100,2026-05-12 20:18:30,,,2604100
ee187463-b595-45cb-abaa-f5e8fd941f21,Adien surya Ramadhan,https://play-lh.googleusercontent.com/a-/ALV-UjUlRPhx-qSqrLcN8j6leuHvteOARPRYRz7qINHBRMQO85xQyUY,"aplikasi buruk ,banyak bug dan sering maintenance",1,0,2604100,2026-05-12 19:48:52,,,2604100
a180a0c9-aee8-43ec-a738-48f832e36f72,Sheryl Annahda,https://play-lh.googleusercontent.com/a/ACg8ocJ8IXgG0WkWijk93oqptz8VlPgak0dgWs9DeDpyNKn7_BM1Ig=mo,barang yg dikirim sering rijek..contoh beli wafer roll 2 yg satu bagus yg satunya remuk setoples..beli odol kodomo pecah pada keluar semua isi odolnya,1,0,2604200,2026-05-12 19:40:42,,,2604200
2a212b6a-80bb-4041-ae03-3ca7d6b8b787,Adinda Putri Aulia,https://play-lh.googleusercontent.com/a-/ALV-UjUEsHgoAV7HZ-CxCCFNk1oiObVVaISGsYkTW_csVQhTsaRI0oZg,"waktu itu udh mau pesen tapi malah di batalin krna gbisa katanya driver indomaret nya udh pindah lokasi, hmm tlong lah setiap daerah adain driver nya...",1,0,2604200,2026-05-12 18:48:50,,,2604200
93c0f9a2-9d94-4a10-9fad-711e92fb7fde,Gusti Nauval,https://play-lh.googleusercontent.com/a-/ALV-UjV0NCSaT3zvLPiAGM4SHJsrLDSUNCh-JKe2tzLtFMr-O_DhUmun2A,saya ingin mengubah pesanan tapi tombol chat sama pembatalan nya tidak ada kocak!,1,0,2604200,2026-05-12 18:31:19,,,2604200
a949bbf9-c8aa-4429-8c39-a28207a23d26,Vika Ariani,https://play-lh.googleusercontent.com/a/ACg8ocI_ymW3iuLJhsh1y2iIRxnkQRGOluHCsi2O3jltGSXFUxD2=mo,sering di cancel sm kurirnya,1,0,2604100,2026-05-12 18:14:24,,,2604100
4c678bcf-e991-4cc2-ab4d-2f9e73da9f41,Esanur Rohman,https://play-lh.googleusercontent.com/a/ACg8ocKz8DReNrbz2Lj4gHJo6ds4XcCf6Ze33O9Bs8olXyhaStKYPQ=mo,terlalu sering update aplikasi 🙃,1,0,,2026-05-12 18:04:20,,,
16b5c64b-759d-460a-8ac0-610a87eea3da,Seli Fajriati,https://play-lh.googleusercontent.com/a-/ALV-UjXvH938ToYjzKaVF1xnPqieOboU9OsgDeSOvEwGHij3M5M5-Mfr,harus selalu update apk 🫩,1,0,2604100,2026-05-12 17:23:42,,,2604100
f088d30f-636c-44e7-895b-1fe37e80db4e,Wibu Gratisan,https://play-lh.googleusercontent.com/a-/ALV-UjXonfbzTYEoBnl8Q5bCrG9C836Z0MseXidkXBjfjazhd8i16Jh_,"aplikasi busuk , semenjak ada menu BELANJA EXTRA.belanja pengiriman lama hingga 1 minggu, kadang sering tidak diproses berminggu2, parah banget tidak ada kejelasan komplain ke CS, mending belanja di ALFAGIFT, belanja EXTRA (gudang) pun cepat dikirim dalam 2-3 hari, jelas mudah",1,0,2604200,2026-05-12 16:45:21,,,2604200
56f18012-b69f-4535-87b8-e5f282bb2e83,M.Alfath Raffa Al-Farro,https://play-lh.googleusercontent.com/a/ACg8ocJjQvwt_IlmVlDQSuq3RKEhus8nIlp1xdagUVjMzYRXkf_1ag=mo,"pengirimannya lama, saya sudah 5x pesan dan datang nya pasti telat 3-4 jam",1,0,,2026-05-12 16:27:52,,,
a24a3d0f-3db3-4cfd-929d-f6e667ca01d4,Kaka Suryadika,https://play-lh.googleusercontent.com/a/ACg8ocLa33ln6BaCUH25cAchpxFxJ3LQoew3lCUDtm6K1KHd5fo2Fg=mo,tiba2 error. masuk akun ulang atau buat akun baru gabisa,1,0,2604200,2026-05-12 16:23:37,,,2604200
36944f83-9457-4a4d-855c-32599061a7e3,R Zidan,https://play-lh.googleusercontent.com/a-/ALV-UjXozMpqtysruRg68NKDxHOidChg1ANePKSWr33g27_PFrnzccQ,"ini kenapa aplikasi gak kek sebelah pakai wifi pun aman pdhl wifi 5g aplikasi lain aman aja pakai aplikasi ini gk bisa buka pakai data baru bisa buka, sama coba contoh aplikasi sebelah hanya 1 aplikasi memuat semuanya dan pengiriman juga gratis cepat dari toko terdekat ini lama pengiriman jauh lagi tokonya",1,0,,2026-05-12 16:18:13,,,
2d5f70ba-29d1-49f0-af3f-028c4360b6f8,Alfonsius Cen,https://play-lh.googleusercontent.com/a/ACg8ocIMNvucRcgP7MdxLdWnkelyg6wij3oqFmj_hQNkqh5f-uJWKA=mo,aplikasi beban sistem nya keseringan ganguan ubdet tiap Minggu,1,0,2604100,2026-05-12 16:14:35,,,2604100
3dbc372d-ca96-4c93-b934-900710607dc9,Vern Imelda Channel,https://play-lh.googleusercontent.com/a/ACg8ocJFPiLnEH6IO5PJhvpdxMQ7wfDorKHo-MF5P2cefv1sp0ZLyK5b=mo,"Pelayanan jasa antar di aplikasi indomart sangat mengecewakan (ini terkhusus zona kabupaten cirebon) bikin customer pada kapok!!! gak sesuai iklannya ""belanja di aplikasi indomart di kirim dalam 1 jam"" apany yg 1 jam????? saya pesan dari tgl 11 mei jam 5.24 sore baru di kirim tgl 12 mei jam 1.30 siang saking gak ada orang bagian delimen lagi!!!! tolonglah kl punya usaha itu yg sesuai sama S.O.P biar customer gak sering di kecewain ky gini!!!!",1,0,2604200,2026-05-12 15:03:11,,,2604200
3fbf5822-b2c5-4138-99af-121d2a3dec7c,Siti Soleha,https://play-lh.googleusercontent.com/a/ACg8ocL97Du4aCyFtcXDuSyEpJKFEvkJPUsavnFZVPh89R9wuphdCA=mo,rajin minta di update nya doang. program nya minus banget mau pesen kesusahan karna stok barang kosong lah & tiba² halaman error alamatnya ganti sndri,1,0,2604200,2026-05-12 14:25:04,,,2604200
14e57993-97d3-4566-b05d-0d04ffec4ca2,Laila Nur,https://play-lh.googleusercontent.com/a/ACg8ocKZnR9fSWJsU-WH-J3H97QwNG8hORk3sU6BcblgjEfkRSl5HA=mo,pengirimannya lama banget ber jam jam melewati waktu yang sudah tertera.,1,0,2604100,2026-05-12 13:59:14,,,2604100
cd395548-c0ed-4622-92fd-9a7b6ddb366c,Lan Chung Tv,https://play-lh.googleusercontent.com/a-/ALV-UjUda6JjEHIjz4Vh4xEo0PuxKNqHrYXWSuVkwG6jqGPRGzLtl4w,"stok barang yang di tampilkan tidak update real time. banyak stok kosong masih di tampilkan. jadi nya ragu2 buat cekout. sering banget di cancel juga karena stok kosong. zaman serba cepat gini masa gak bisa update stok realtime yah? belom lagi pengiriman nya yang seperti pemanis saja. ending nya sering ngambil sendiri ke toko. kalo sistem gak update stok, minimal buat fitur chat dengan toko. maaf2 nih hnya sharing pengalaman pribadi. semoga kedepan nya di perbaiki aj.",1,0,2604200,2026-05-12 13:52:51,,,2604200
3bead2a3-2964-4e74-8b21-a1d668c590d0,SIRLY PIZQI,https://play-lh.googleusercontent.com/a/ACg8ocKJchLCb1iBkCW3G15WlT3-jzBDR_iLXFa6IrthqUjPnAys7A=mo,sudah melakukan aktivasi klik saldo untuk pengembalian dana tapi hanya stuck di verifikasi wa saja tidak ada kelanjutan,1,0,2604200,2026-05-12 13:48:49,,,2604200
697637f4-2b06-4cf0-b8d2-3ee6f7e52b80,Ga Nez,https://play-lh.googleusercontent.com/a/ACg8ocLhnUkUoPC2hY1DM9hPEeTDc26KQurIf_vtn5bCNCNeb7y1NQ=mo,"katanya satu jam sampai, bener"" tidak sesuai, berjam jam pun tak sampai, mengecewakan sekali, tidak ada nomor yg bisa kita hubungi, kita mau lihat dari toko manapun tidak ada keterangan di aplikasinya,",1,0,2604200,2026-05-12 13:20:06,,,2604200
eb084f95-7766-4ab8-a0c4-f24db3d93c8b,Delvin Valora Zurriyat,https://play-lh.googleusercontent.com/a-/ALV-UjUpMire04SC_zzoHqs7Xgyks2nX6KFpID1y-OZYqJWfAesRwVy7,saat saya beli barang yang dateng berbeda dari yang ada di poster pembelian,1,0,2604200,2026-05-12 13:06:38,,,2604200
393fdb95-3b48-4790-84eb-d01562cc6402,Jakaria Thamrin,https://play-lh.googleusercontent.com/a-/ALV-UjUlo0cbO70IzOHb2mNVdTOf9L0HjcDJvueo8wY0RYx07uPDN5Xz,"belanja beberapa barang, beli Jazz attack 2 , di kirim 1. di komplain ga ada respon dari Aplikasi, di email juga ga di kasih solusi. menyesal belanja di aplikasi indomaret 👎",1,0,2604100,2026-05-12 12:51:46,,,2604100
19be30a5-1379-4266-b5f7-4024ae54420c,Anis Septi Budiani,https://play-lh.googleusercontent.com/a-/ALV-UjX3PgodP9HsRAfnKsS0NPqzpiQi4RFYSUrw7-OunlcaJCfV09Nu,pesanan gk dateng. driver gk konfirmasi dan telpon tau2 udah sampai aja. tapi cek kedepan gak ada. mana banyak lagi pesanannya. udah complain buka tiket cuma buat tutup paksa pesanan. gk di kasih akses telpon ke driver. lain kali tolong dari driver konfirmasi dulu. gak asal tutup pesanan padahal yang punya gak menerima. entah siapa yg terima itu,1,0,,2026-05-12 12:13:04,,,
29d54638-976a-42b2-9ec2-758418b15a10,Tambakrejo Ngadri,https://play-lh.googleusercontent.com/a/ACg8ocKjQcAG6zZNPGpf-rgynixelGNLE5rvmX3Y5VSnGE0-RPu2QQ=mo,"masih sering banyak bug, tiba2 eror, dan belanja extra (gudang) terlalu makan waktu hingga 7 hari bisa lebih, kadang tidak ada kejelasan, tidak ada update status pesanan. bikin kesel. belanja bikin repot, komplain tidak terselesaikan. jangan lagi order BELANJA EXTRA, bikin repot",1,0,,2026-05-12 11:17:29,,,
5b99cbd4-d49d-4d4d-ad17-18538fed8ad7,Qomar dn,https://play-lh.googleusercontent.com/a-/ALV-UjWM0Tr8lQfR9A5IKEQjXTxbeDbINgUZCNlYRkdVynYizPdlKoa2IQ,"Pengiriman Lambat, Ada Menu Komplen tapi tidak ada fungsinya",1,0,2604200,2026-05-12 10:38:09,,,2604200
ed971cf2-c8b5-4726-8d3e-72e280f8f06b,Ajeng Pallupy,https://play-lh.googleusercontent.com/a-/ALV-UjUAjQ0zI52GKSvOYbzrYgU8FDl0ie6h0w9Dzn6k7Q3hEiaRNrB2,kalau sudah tidak ada pesan antar hapus saja aplikasinya,1,0,2604200,2026-05-12 09:17:39,,,2604200
c522a6bf-a76f-4064-b93d-4f6882bfcd06,Deny Wijaya,https://play-lh.googleusercontent.com/a-/ALV-UjWZ9e-nX-ZvzmtYnhfmRy6GFGIaDl7nPCqkestJPLijU6_OHDkB,"Pengiriman melampaui tgl estimasi (estimasi tgl 10 Mei 2026 sampi sekarang tgl 12 Mei 2026 belum ada wujudnya), chat cs pun responnya lama, respon di menu pengaduan pun juga lama, coba belajar dengan TOKO SEBELAH, g usah malu g usah gengsi, semua untuk kenyamanan pelanggan kalau mau berbenah. Akhirnya saya pesan barang di toko sebelah, g sampai 12 jam pesanan sampai.",1,0,,2026-05-12 08:54:08,,,
6f872ed8-bcaa-4bde-86df-2dd3880709fc,Made Wira,https://play-lh.googleusercontent.com/a-/ALV-UjXb4R8z6Lq-AillwEvOeOIvmmFfafWtnLl-dKJqxadya7K9bQWI,dibatalkan terus pesanan nya indomaret di karang asem,1,0,2604200,2026-05-12 07:35:43,,,2604200
c6e08a23-b1fb-4cf9-90d8-8e1ad2ba5c02,Ahmad Jidan,https://play-lh.googleusercontent.com/a-/ALV-UjWk8dLlDMYsUpDysEWArFXt2xk7F-WkbhigntL1xdzFtjyY7KVz,"untuk apa aplikasi ini tidak bisa di gunakan di indomaret nya, tidak ada layanan seperti member seperti nya",1,0,2604100,2026-05-12 06:34:17,,,2604100
13ee0daa-53b6-4278-b741-0a85be1861dc,Nung Nurhalimah,https://play-lh.googleusercontent.com/a-/ALV-UjVnq0pdYh32Y4w6s0P_01EZrQB7pHwoI0dz1GrXyPKtxbSykLo,belanja dari tanggal 5 mei sampai 12 mei pesanan blm Dateng,1,1,2604200,2026-05-12 04:54:19,,,2604200
27902ef2-d6a9-4b69-a73e-479d481e4c58,Fikri Alhakim,https://play-lh.googleusercontent.com/a-/ALV-UjUxML7OrOyzcY1Acwhoujfap9DvvSF3p2RMVRv_xliDBr9LVr4QDg,"benerin aplikasi sama cs lu, nge proses orderan aja 3 hari 3 malem",1,0,2604100,2026-05-11 23:05:03,,,2604100
04ff6c6d-19cd-4121-ad38-78b2e2d798ec,Allif Nadian,https://play-lh.googleusercontent.com/a/ACg8ocLY5lBFxHfgqNZ8cjONKTtMi70VR5_sp1-Q3zu3b3vzVrcqxg=mo,"mau donlod aja harus nunggu 2 jam an , pdhal sinyal wifi stabil",1,0,,2026-05-11 22:39:46,,,
b5e0be5f-6551-4ef3-b8ac-2830404d179f,Azmi Zuhdi Fabian Nur,https://play-lh.googleusercontent.com/a-/ALV-UjXpEdsCONk2VCvD7LsP86SBzbsocm-hz8Wa_mQ970LTosRGl48r,selalu terlambat mengantarkan pesanan ini pesan jam 7 malah dikonfirmasi jam 10 minta antar besok,1,0,2604100,2026-05-11 22:11:40,,,2604100
ef25f236-59c5-4185-884f-f86fbc5d419b,novita harriyanti,https://play-lh.googleusercontent.com/a/ACg8ocLcfYr8Go9ROh9GdWFLwI9yrK4fHlYJhv7KCVljlpI5sNI3AQ=mo,error terus.. lemot juga.. jelek banget jelekk,1,0,2604200,2026-05-11 21:27:04,,,2604200
4813f68c-be83-4801-b4cf-d99e7560bad7,Rahma Wati,https://play-lh.googleusercontent.com/a/ACg8ocIhqXoF4C3t9Q-fYx-lsDpeaMSPPBGnzlRP2Fi63I-ddLkgyw=mo,pengiriman lama ga tepat waktu!,1,0,2604100,2026-05-11 21:25:51,,,2604100
7c9f6f09-b0f6-40ad-a631-a7ee13ebad3e,andinda ciler,https://play-lh.googleusercontent.com/a/ACg8ocKE2fXD1swJg_x7l9_j_2nmWty3oQHG8f_M2b-SBnu_LkP-iw=mo,mau login aja susah bener dapet otp..,1,0,2604200,2026-05-11 18:58:53,,,2604200
b494d21c-20f2-4882-9c9e-3dfd6d980aa1,tata ragil,https://play-lh.googleusercontent.com/a-/ALV-UjVK_KRzVIUetVH8tQqmlATwHB7Oo6kK_qsev7O9-bUpD_j0txE,aplikasinya gak sesuai dengan stok barang. tiap pesan diaplikasi stoknya ada tapi kurirnya bilang ga ada,1,0,2604100,2026-05-11 18:53:17,,,2604100
6ee1a449-70fd-4747-ba2c-9b10e67c1130,Nadia Vega,https://play-lh.googleusercontent.com/a/ACg8ocLs1JMIl96FL4TZg-3FUYlitg3xEIUBTmplFrbdbha-M06Jl8dZ=mo,pengiriman lama,1,0,2604100,2026-05-11 16:07:24,,,2604100
cd630c5e-d396-4b45-be92-00a36b0ab761,Fransiscus Allessio,https://play-lh.googleusercontent.com/a-/ALV-UjXTCzuHiW4Qt-hm9G-AlK1eNhosUnRTrxHJlx9l0Z6D7cc_tVVI,Komplain percuma tidak direspon,1,0,,2026-05-11 15:43:48,,,
38909e9d-b6e9-448e-9f97-50d2923d7506,Fauzia Yulianti,https://play-lh.googleusercontent.com/a-/ALV-UjWqu4dN3OwJj7jLeD2Ah5WFSZMDxz3IdS3Bcr-yqXzDr8qvyKbN,"pesen barang dari apk, ga pernah di kirim, setiap pesen pasti di batalkan, trus buat apa kalo gamau nganterin mah ada apk buat belanja online nya!! kesel bgt. mana ga ada konfirmasi pihak Indomaret nya, tbtb cencel-_-",1,0,2604100,2026-05-11 15:00:17,,,2604100
7916d541-2a6c-4b00-ab43-07e5a56c7b0a,EcoVerse Explorer,https://play-lh.googleusercontent.com/a/ACg8ocIUPmSEUCHCi0CDLEMJcOCKLB-_h64rKqgwR1veEkFtNi7MZw=mo,biar bintang yang bicara,1,0,,2026-05-11 14:30:34,,,
a5765668-bd68-43a4-b3d6-8096ea5ab800,Octo Robert Maluegha,https://play-lh.googleusercontent.com/a/ACg8ocI8IAgnzvMIIAc3ydyp_XjxfR6Ptse7MApB8eSwUXHTOlAz8w=mo,layanan kirim paling jelek. jauh dengan toko sebelah yg merah. kirim pesanan bisa sampe berjam2 bahkan seharian. layanan CS komplain keterlambatan pengiriman tidak ada yang follow up.,1,0,2604100,2026-05-11 14:23:53,,,2604100
b5872a0d-dbc1-471e-9bb3-e6206ed601f1,Lina,https://play-lh.googleusercontent.com/a-/ALV-UjVzFkxPBZ0hc6F_rSmkkKLEp898Kf1uIC7PpxdEyncgLSl2vKKVvA,pesan klik gaada konfirmasi selama 3jam,1,0,2604200,2026-05-11 14:13:32,,,2604200
cf3bf8a9-7f22-406f-a35c-641e5f4c364d,Mayla Fayza Muthi Audhi,https://play-lh.googleusercontent.com/a-/ALV-UjX4xMQF9KB_MhbrD2ntJjJvsfYMdfpJ_C_G2gwu3kMA_D-OZnA,"kalo sekira nya ga memadai buat delivery ga ush ada fiitur itu, gausah sgla pilih waktu kalo udh lewat jam yg udh di pilih masih blm di kirim juga blnjaan nya, mana ga bisa cht tokonya duhh gmn sih ini",1,0,2604100,2026-05-11 13:26:25,,,2604100
