review_id,user_name,review_date,rating,sentiment,text,clean_text,thumbs_up_count,review_created_version,app_version,developer_reply,developer_reply_date,source_app,source_package,source_url,sumber_data
c45f6af2-8730-4bbd-a510-0d0092d7658d,Muhammad Farhan,2026-05-13 11:47:13,1,netral,nombok terusss,nombok terusss,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
880086c4-99f0-40a4-a705-5d08f28931de,Iman Herlana,2026-05-13 09:32:49,1,positif,"sudah berkali kali kena cancel order karena stok di toko sudah habis padahal di aplikasi masih ada. artinya tidak ada usaha disiplin dari store untuk update stok nya di aplikasi ini. pada akhirnya bukannya membantu, malah menyulitkan. tidak terlalu berguna pakai app ini",sudah berkali kali kena cancel order karena stok di toko sudah habis padahal di aplikasi masih ada artinya tidak ada usaha disiplin dari store untuk update stok nya di aplikasi ini pada akhirnya bukannya membantu malah menyulitkan tidak terlalu berguna pakai aplikasi ini,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
cc4a2f8b-7218-4532-804f-1edbc1971f93,Goen So,2026-05-13 09:26:06,1,netral,"aplikasi sampah, suruh update terus padahal baru di update ini suruh update lagi. ganti nama aja jgn klik Indomaret tapi update Indomaret",aplikasi sampah suruh update terus padahal baru di update ini suruh update lagi ganti nama aja jgn klik indomaret tapi update indomaret,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
dd34fd41-f141-4845-9065-38f4ee457ab1,Yunan Hajar Sarah,2026-05-13 08:54:44,1,positif,sudah update yg terbaru malah nggak jelas aplikasinya. masak udh klik lupa pass trus udh dpt link direct nya pas di klik ndak bisa masuk ke aplikasi. balik ke kirim WA verifikasi. pliiis ini yg bikin aplikasi siapa sih tambah update kok tambah mundur bukannya tambah maju,sudah update yg terbaru malah tidak jelas aplikasinya masak udh klik lupa pass trus udh dpt link direct nya pas di klik ndak bisa masuk ke aplikasi balik ke kirim wa verifikasi pliiis ini yg bikin aplikasi siapa sih tambah update kok tambah mundur bukannya tambah maju,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
4cdfe33a-c5c1-413e-845c-a9db36921b0a,soraya lestari,2026-05-13 08:43:03,1,negatif,"pertama kali pakai klik indomaret sangat buruk pesanan saya tidak d antar padahal grocery dengan jumlah nominal yg cukup besar, status dproses tapi tidak ada kejelasan tidak bisa dbatalkan juga, komplain tidak ada tanggapan yang jelas, aplikasi yg sangat buruk",pertama kali pakai klik indomaret sangat buruk pesanan saya tidak antar padahal grocery dengan jumlah nominal yg cukup besar status dproses tapi tidak ada kejelasan tidak bisa dbatalkan juga komplain tidak ada tanggapan yang jelas aplikasi yg sangat buruk,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
6bf7bcc7-bdb1-46ef-add3-472a6f6fa765,khairul umam,2026-05-13 08:11:13,1,negatif,"komplain tidak di tanggapi, pengiriman sudah 1 hari lebih belum dikirim",komplain tidak di tanggapi pengiriman sudah hari lebih belum dikirim,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
40404a19-7777-49b2-88ef-ce3cac3d71e7,ARIE HENDRO WINARKO,2026-05-13 06:29:40,1,negatif,"komplain tidak direspon, barang tidak dikirim",komplain tidak direspon barang tidak dikirim,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
830dc74a-418b-4681-8030-5d9e941b6876,ahmad sobirin313,2026-05-13 05:51:37,1,netral,ini apk nya masih masa percobaan apa gimana?,ini aplikasi nya masih masa percobaan apa gimana,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
c1a43e28-8549-49d1-aa64-b7e1a922b848,Gilana Ella,2026-05-13 04:50:29,1,negatif,"prosesnya lama bngt gak sesuai sama pilihan yang di pilih,telatnya bisa sampe 2 jam",prosesnya lama bngt tidak sesuai sama pilihan yang di pilihtelatnya bisa sampe jam,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
d141ab08-afca-4a60-b459-19365f30c746,Pratiwi Ami,2026-05-13 02:23:19,1,negatif,barang tidak dikirim.. selalu diproses diaplikasi.. pengembalian dana nunggu 14hari.. hallo yg salah anda tp uang saya ditahan 14hari.. nominal jg 280rb lebih.. tlv ke cs 3x tp ga ada solusi... pdhl saya langganan tetap anda..,barang tidak dikirim selalu diproses diaplikasi pengembalian dana nunggu hari hallo yg salah anda tp uang saya ditahan hari nominal jg rb lebih tlv ke customer service tp tidak ada solusi pdhl saya langganan tetap anda,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
c7209a3e-5836-4687-88f7-9f4d5af0ba54,Ayu Fidiani,2026-05-12 21:37:39,1,negatif,"PENGIRIMAN SELALU TELAT, TIDAK ONTIME AWALAN SAJA BAGUS",pengiriman selalu telat tidak ontime awalan saja bagus,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
cd000413-c687-43b5-99c4-313deb859e1b,Jessica Lipan,2026-05-12 20:48:44,1,negatif,Pesan pake jasa Xpress Pengiriman 1jam setelah di bayar tapi di tunggu ini sampe udah lewat dari jam seharunya nggak dateng-dateng sampe udah berjam-jam di tunggu juga nggak dateng-dateng mana udah di bayar lagi rugi saya!,pesan pake jasa xpress pengiriman jam setelah di bayar tapi di tunggu ini sampe udah lewat dari jam seharunya tidak datengdateng sampe udah berjamjam di tunggu juga tidak datengdateng mana udah di bayar lagi rugi saya,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
243bfb76-62f1-4e61-b301-39e3e5f6066c,wawan kurniawan,2026-05-12 20:45:19,1,negatif,"ngapain install ngga pernah di tanya punya Indomaret poin sama petugas Indomart nya , malah sy yang nyodorin 😆",ngapain install tidak pernah di tanya punya indomaret poin sama petugas indomart nya malah sy yang nyodorin,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
d9c23430-b661-4c7e-8896-2b2c74d9ac50,Santika Hz,2026-05-12 20:18:30,1,netral,"terlalu sering di update,pusing",terlalu sering di updatepusing,0,2604100,2604100,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
ee187463-b595-45cb-abaa-f5e8fd941f21,Adien surya Ramadhan,2026-05-12 19:48:52,1,negatif,"aplikasi buruk ,banyak bug dan sering maintenance",aplikasi buruk banyak bug dan sering maintenance,0,2604100,2604100,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
a180a0c9-aee8-43ec-a738-48f832e36f72,Sheryl Annahda,2026-05-12 19:40:42,1,positif,barang yg dikirim sering rijek..contoh beli wafer roll 2 yg satu bagus yg satunya remuk setoples..beli odol kodomo pecah pada keluar semua isi odolnya,barang yg dikirim sering rijekcontoh beli wafer roll yg satu bagus yg satunya remuk setoplesbeli odol kodomo pecah pada keluar semua isi odolnya,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
2a212b6a-80bb-4041-ae03-3ca7d6b8b787,Adinda Putri Aulia,2026-05-12 18:48:50,1,netral,"waktu itu udh mau pesen tapi malah di batalin krna gbisa katanya driver indomaret nya udh pindah lokasi, hmm tlong lah setiap daerah adain driver nya...",waktu itu udh mau pesen tapi malah di batalin krna gbisa katanya driver indomaret nya udh pindah lokasi hmm tlong lah setiap daerah adain driver nya,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
93c0f9a2-9d94-4a10-9fad-711e92fb7fde,Gusti Nauval,2026-05-12 18:31:19,1,negatif,saya ingin mengubah pesanan tapi tombol chat sama pembatalan nya tidak ada kocak!,saya ingin mengubah pesanan tapi tombol chat sama pembatalan nya tidak ada kocak,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
a949bbf9-c8aa-4429-8c39-a28207a23d26,Vika Ariani,2026-05-12 18:14:24,1,negatif,sering di cancel sm kurirnya,sering di cancel sm kurirnya,0,2604100,2604100,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
4c678bcf-e991-4cc2-ab4d-2f9e73da9f41,Esanur Rohman,2026-05-12 18:04:20,1,positif,terlalu sering update aplikasi 🙃,terlalu sering update aplikasi,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
16b5c64b-759d-460a-8ac0-610a87eea3da,Seli Fajriati,2026-05-12 17:23:42,1,positif,harus selalu update apk 🫩,harus selalu update aplikasi,0,2604100,2604100,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
f088d30f-636c-44e7-895b-1fe37e80db4e,Wibu Gratisan,2026-05-12 16:45:21,1,negatif,"aplikasi busuk , semenjak ada menu BELANJA EXTRA.belanja pengiriman lama hingga 1 minggu, kadang sering tidak diproses berminggu2, parah banget tidak ada kejelasan komplain ke CS, mending belanja di ALFAGIFT, belanja EXTRA (gudang) pun cepat dikirim dalam 2-3 hari, jelas mudah",aplikasi busuk semenjak ada menu belanja extrabelanja pengiriman lama hingga minggu kadang sering tidak diproses berminggu parah banget tidak ada kejelasan komplain ke customer service mending belanja di alfagift belanja extra gudang pun cepat dikirim dalam hari jelas mudah,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
56f18012-b69f-4535-87b8-e5f282bb2e83,M.Alfath Raffa Al-Farro,2026-05-12 16:27:52,1,negatif,"pengirimannya lama, saya sudah 5x pesan dan datang nya pasti telat 3-4 jam",pengirimannya lama saya sudah pesan dan datang nya pasti telat jam,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
a24a3d0f-3db3-4cfd-929d-f6e667ca01d4,Kaka Suryadika,2026-05-12 16:23:37,1,negatif,tiba2 error. masuk akun ulang atau buat akun baru gabisa,tiba error masuk akun ulang atau buat akun baru gabisa,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
36944f83-9457-4a4d-855c-32599061a7e3,R Zidan,2026-05-12 16:18:13,1,positif,"ini kenapa aplikasi gak kek sebelah pakai wifi pun aman pdhl wifi 5g aplikasi lain aman aja pakai aplikasi ini gk bisa buka pakai data baru bisa buka, sama coba contoh aplikasi sebelah hanya 1 aplikasi memuat semuanya dan pengiriman juga gratis cepat dari toko terdekat ini lama pengiriman jauh lagi tokonya",ini kenapa aplikasi tidak kek sebelah pakai wifi pun aman pdhl wifi aplikasi lain aman aja pakai aplikasi ini tidak bisa buka pakai data baru bisa buka sama coba contoh aplikasi sebelah hanya aplikasi memuat semuanya dan pengiriman juga gratis cepat dari toko terdekat ini lama pengiriman jauh lagi tokonya,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
2d5f70ba-29d1-49f0-af3f-028c4360b6f8,Alfonsius Cen,2026-05-12 16:14:35,1,netral,aplikasi beban sistem nya keseringan ganguan ubdet tiap Minggu,aplikasi beban sistem nya keseringan ganguan ubdet tiap minggu,0,2604100,2604100,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
3dbc372d-ca96-4c93-b934-900710607dc9,Vern Imelda Channel,2026-05-12 15:03:11,1,negatif,"Pelayanan jasa antar di aplikasi indomart sangat mengecewakan (ini terkhusus zona kabupaten cirebon) bikin customer pada kapok!!! gak sesuai iklannya ""belanja di aplikasi indomart di kirim dalam 1 jam"" apany yg 1 jam????? saya pesan dari tgl 11 mei jam 5.24 sore baru di kirim tgl 12 mei jam 1.30 siang saking gak ada orang bagian delimen lagi!!!! tolonglah kl punya usaha itu yg sesuai sama S.O.P biar customer gak sering di kecewain ky gini!!!!",pelayanan jasa antar di aplikasi indomart sangat mengecewakan ini terkhusus zona kabupaten cirebon bikin customer pada kapok tidak sesuai iklannya belanja di aplikasi indomart di kirim dalam jam apany yg jam saya pesan dari tgl mei jam sore baru di kirim tgl mei jam siang saking tidak ada orang bagian delimen lagi tolonglah kl punya usaha itu yg sesuai sama sop biar customer tidak sering di kecewain ky gini,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
3fbf5822-b2c5-4138-99af-121d2a3dec7c,Siti Soleha,2026-05-12 14:25:04,1,negatif,rajin minta di update nya doang. program nya minus banget mau pesen kesusahan karna stok barang kosong lah & tiba² halaman error alamatnya ganti sndri,rajin minta di update nya doang program nya minus banget mau pesen kesusahan karna stok barang kosong lah tiba halaman error alamatnya ganti sndri,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
14e57993-97d3-4566-b05d-0d04ffec4ca2,Laila Nur,2026-05-12 13:59:14,1,negatif,pengirimannya lama banget ber jam jam melewati waktu yang sudah tertera.,pengirimannya lama banget ber jam jam melewati waktu yang sudah tertera,0,2604100,2604100,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
cd395548-c0ed-4622-92fd-9a7b6ddb366c,Lan Chung Tv,2026-05-12 13:52:51,1,negatif,"stok barang yang di tampilkan tidak update real time. banyak stok kosong masih di tampilkan. jadi nya ragu2 buat cekout. sering banget di cancel juga karena stok kosong. zaman serba cepat gini masa gak bisa update stok realtime yah? belom lagi pengiriman nya yang seperti pemanis saja. ending nya sering ngambil sendiri ke toko. kalo sistem gak update stok, minimal buat fitur chat dengan toko. maaf2 nih hnya sharing pengalaman pribadi. semoga kedepan nya di perbaiki aj.",stok barang yang di tampilkan tidak update real time banyak stok kosong masih di tampilkan jadi nya ragu buat cekout sering banget di cancel juga karena stok kosong zaman serba cepat gini masa tidak bisa update stok realtime yah belom lagi pengiriman nya yang seperti pemanis saja ending nya sering ngambil sendiri ke toko kalo sistem tidak update stok minimal buat fitur chat dengan toko maaf nih hnya sharing pengalaman pribadi semoga kedepan nya di perbaiki aj,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
3bead2a3-2964-4e74-8b21-a1d668c590d0,SIRLY PIZQI,2026-05-12 13:48:49,1,negatif,sudah melakukan aktivasi klik saldo untuk pengembalian dana tapi hanya stuck di verifikasi wa saja tidak ada kelanjutan,sudah melakukan aktivasi klik saldo untuk pengembalian dana tapi hanya stuck di verifikasi wa saja tidak ada kelanjutan,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
697637f4-2b06-4cf0-b8d2-3ee6f7e52b80,Ga Nez,2026-05-12 13:20:06,1,negatif,"katanya satu jam sampai, bener"" tidak sesuai, berjam jam pun tak sampai, mengecewakan sekali, tidak ada nomor yg bisa kita hubungi, kita mau lihat dari toko manapun tidak ada keterangan di aplikasinya,",katanya satu jam sampai bener tidak sesuai berjam jam pun tak sampai mengecewakan sekali tidak ada nomor yg bisa kita hubungi kita mau lihat dari toko manapun tidak ada keterangan di aplikasinya,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
eb084f95-7766-4ab8-a0c4-f24db3d93c8b,Delvin Valora Zurriyat,2026-05-12 13:06:38,1,netral,saat saya beli barang yang dateng berbeda dari yang ada di poster pembelian,saat saya beli barang yang dateng berbeda dari yang ada di poster pembelian,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
393fdb95-3b48-4790-84eb-d01562cc6402,Jakaria Thamrin,2026-05-12 12:51:46,1,negatif,"belanja beberapa barang, beli Jazz attack 2 , di kirim 1. di komplain ga ada respon dari Aplikasi, di email juga ga di kasih solusi. menyesal belanja di aplikasi indomaret 👎",belanja beberapa barang beli jazz attack di kirim di komplain tidak ada respon dari aplikasi di email juga tidak di kasih solusi menyesal belanja di aplikasi indomaret,0,2604100,2604100,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
19be30a5-1379-4266-b5f7-4024ae54420c,Anis Septi Budiani,2026-05-12 12:13:04,1,negatif,pesanan gk dateng. driver gk konfirmasi dan telpon tau2 udah sampai aja. tapi cek kedepan gak ada. mana banyak lagi pesanannya. udah complain buka tiket cuma buat tutup paksa pesanan. gk di kasih akses telpon ke driver. lain kali tolong dari driver konfirmasi dulu. gak asal tutup pesanan padahal yang punya gak menerima. entah siapa yg terima itu,pesanan tidak dateng driver tidak konfirmasi dan telpon tau udah sampai aja tapi cek kedepan tidak ada mana banyak lagi pesanannya udah complain buka tiket cuma buat tutup paksa pesanan tidak di kasih akses telpon ke driver lain kali tolong dari driver konfirmasi dulu tidak asal tutup pesanan padahal yang punya tidak menerima entah siapa yg terima itu,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
29d54638-976a-42b2-9ec2-758418b15a10,Tambakrejo Ngadri,2026-05-12 11:17:29,1,negatif,"masih sering banyak bug, tiba2 eror, dan belanja extra (gudang) terlalu makan waktu hingga 7 hari bisa lebih, kadang tidak ada kejelasan, tidak ada update status pesanan. bikin kesel. belanja bikin repot, komplain tidak terselesaikan. jangan lagi order BELANJA EXTRA, bikin repot",masih sering banyak bug tiba error dan belanja extra gudang terlalu makan waktu hingga hari bisa lebih kadang tidak ada kejelasan tidak ada update status pesanan bikin kesel belanja bikin repot komplain tidak terselesaikan jangan lagi order belanja extra bikin repot,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
5b99cbd4-d49d-4d4d-ad17-18538fed8ad7,Qomar dn,2026-05-12 10:38:09,1,negatif,"Pengiriman Lambat, Ada Menu Komplen tapi tidak ada fungsinya",pengiriman lambat ada menu komplen tapi tidak ada fungsinya,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
ed971cf2-c8b5-4726-8d3e-72e280f8f06b,Ajeng Pallupy,2026-05-12 09:17:39,1,negatif,kalau sudah tidak ada pesan antar hapus saja aplikasinya,kalau sudah tidak ada pesan antar hapus saja aplikasinya,0,2604200,2604200,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
c522a6bf-a76f-4064-b93d-4f6882bfcd06,Deny Wijaya,2026-05-12 08:54:08,1,negatif,"Pengiriman melampaui tgl estimasi (estimasi tgl 10 Mei 2026 sampi sekarang tgl 12 Mei 2026 belum ada wujudnya), chat cs pun responnya lama, respon di menu pengaduan pun juga lama, coba belajar dengan TOKO SEBELAH, g usah malu g usah gengsi, semua untuk kenyamanan pelanggan kalau mau berbenah. Akhirnya saya pesan barang di toko sebelah, g sampai 12 jam pesanan sampai.",pengiriman melampaui tgl estimasi estimasi tgl mei sampi sekarang tgl mei belum ada wujudnya chat customer service pun responnya lama respon di menu pengaduan pun juga lama coba belajar dengan toko sebelah usah malu usah gengsi semua untuk kenyamanan pelanggan kalau mau berbenah akhirnya saya pesan barang di toko sebelah sampai jam pesanan sampai,0,,,,,Klik Indomaret,com.indomaret.klikindomaret,https://play.google.com/store/apps/details?id=com.indomaret.klikindomaret,Google Play Store scraping menggunakan google-play-scraper
